,pl_name,hostname,pl_rade,st_mass,sy_pnum
3597,Kepler-286 c,Kepler-286,1.37,0.96,4
3598,Kepler-286 d,Kepler-286,1.33,0.96,4
3599,Kepler-286 e,Kepler-286,1.77,0.96,4
3602,Kepler-288 b,Kepler-288,1.67,1.03,3
3603,Kepler-288 c,Kepler-288,2.85,1.03,3
3604,Kepler-288 d,Kepler-288,2.67,1.03,3
3610,Kepler-290 b,Kepler-290,2.25,0.8,3
3611,Kepler-290 c,Kepler-290,2.7,0.8,3
3612,Kepler-290 d,Kepler-290,0.86,0.84,3
3615,Kepler-292 b,Kepler-292,1.32,0.85,5
3616,Kepler-292 c,Kepler-292,1.47,0.85,5
3617,Kepler-292 d,Kepler-292,2.23,0.85,5
3618,Kepler-292 e,Kepler-292,2.67,0.85,5
3619,Kepler-292 f,Kepler-292,2.35,0.85,5
3624,Kepler-295 b,Kepler-295,1.22,0.89,3
3625,Kepler-295 c,Kepler-295,1.17,0.89,3
3626,Kepler-295 d,Kepler-295,1.36,0.89,3
3627,Kepler-296 b,Kepler-296,1.61,0.5,5
3628,Kepler-296 c,Kepler-296,2.0,0.5,5
3629,Kepler-296 d,Kepler-296,2.09,0.5,5
3630,Kepler-296 e,Kepler-296,1.53,0.5,5
3631,Kepler-296 f,Kepler-296,1.8,0.5,5
3635,Kepler-298 b,Kepler-298,1.96,0.66,3
3636,Kepler-298 c,Kepler-298,1.93,0.66,3
3637,Kepler-298 d,Kepler-298,2.5,0.66,3
3638,Kepler-299 b,Kepler-299,1.32,0.95,4
3639,Kepler-299 c,Kepler-299,2.65,0.95,4
3640,Kepler-299 d,Kepler-299,1.86,0.95,4
3641,Kepler-299 e,Kepler-299,1.87,0.95,4
3647,Kepler-301 b,Kepler-301,1.35,0.98,3
3648,Kepler-301 c,Kepler-301,1.35,0.98,3
3649,Kepler-301 d,Kepler-301,1.75,0.98,3
3654,Kepler-304 b,Kepler-304,2.86,0.8,4
3655,Kepler-304 c,Kepler-304,2.17,0.8,4
3656,Kepler-304 d,Kepler-304,2.75,0.8,4
3657,Kepler-304 e,Kepler-304,1.2,0.8,4
3658,Kepler-305 b,Kepler-305,3.6,0.76,4
3659,Kepler-305 c,Kepler-305,3.3,0.76,4
3660,Kepler-305 d,Kepler-305,2.76,0.83,4
3661,Kepler-305 e,Kepler-305,1.794,0.82,4
3662,Kepler-306 b,Kepler-306,1.52,0.81,4
3663,Kepler-306 c,Kepler-306,2.35,0.81,4
3664,Kepler-306 d,Kepler-306,2.47,0.81,4
3665,Kepler-306 e,Kepler-306,2.27,0.81,4
3675,Kepler-310 b,Kepler-310,1.19,0.91,3
3676,Kepler-310 c,Kepler-310,3.38,0.91,3
3677,Kepler-310 d,Kepler-310,2.47,0.91,3
3678,Kepler-311 b,Kepler-311,1.7,1.08,3
3679,Kepler-311 c,Kepler-311,1.43,1.08,3
3680,Kepler-311 d,Kepler-311,2.05,0.97,3
3695,Kepler-319 b,Kepler-319,1.63,0.96,3
3696,Kepler-319 c,Kepler-319,2.63,0.96,3
3697,Kepler-319 d,Kepler-319,2.29,0.96,3
3698,Kepler-32 b,Kepler-32,2.2,0.58,5
3699,Kepler-32 c,Kepler-32,2.0,0.58,5
3700,Kepler-32 d,Kepler-32,2.7,0.58,5
3701,Kepler-32 e,Kepler-32,1.5,0.58,5
3702,Kepler-32 f,Kepler-32,0.82,0.58,5
3711,Kepler-324 b,Kepler-324,1.14,0.87,4
3712,Kepler-324 c,Kepler-324,3.15,0.87,4
3713,Kepler-324 e,Kepler-324,2.039,0.84,4
3714,Kepler-325 b,Kepler-325,2.91,0.92,3
3715,Kepler-325 c,Kepler-325,2.54,0.92,3
3716,Kepler-325 d,Kepler-325,2.79,0.92,3
3717,Kepler-326 b,Kepler-326,1.52,0.85,3
3718,Kepler-326 c,Kepler-326,1.4,0.85,3
3719,Kepler-326 d,Kepler-326,1.21,0.85,3
3720,Kepler-327 b,Kepler-327,1.11,0.59,3
3721,Kepler-327 c,Kepler-327,1.03,0.59,3
3722,Kepler-327 d,Kepler-327,1.73,0.59,3
3734,Kepler-331 b,Kepler-331,1.82,0.65,3
3735,Kepler-331 c,Kepler-331,1.84,0.65,3
3736,Kepler-331 d,Kepler-331,1.64,0.65,3
3737,Kepler-332 b,Kepler-332,1.17,0.8,3
3738,Kepler-332 c,Kepler-332,1.09,0.8,3
3739,Kepler-332 d,Kepler-332,1.18,0.8,3
3742,Kepler-334 b,Kepler-334,1.12,1.02,3
3743,Kepler-334 c,Kepler-334,1.43,1.02,3
3744,Kepler-334 d,Kepler-334,1.41,1.02,3
3747,Kepler-336 b,Kepler-336,1.02,1.09,3
3748,Kepler-336 c,Kepler-336,2.1,1.09,3
3749,Kepler-336 d,Kepler-336,2.37,1.09,3
3752,Kepler-338 b,Kepler-338,2.44,1.1,4
3753,Kepler-338 c,Kepler-338,2.34,1.1,4
3754,Kepler-338 d,Kepler-338,3.0,1.1,4
3755,Kepler-338 e,Kepler-338,1.56,1.14,4
3756,Kepler-339 b,Kepler-339,1.42,0.93,3
3757,Kepler-339 c,Kepler-339,1.15,0.93,3
3758,Kepler-339 d,Kepler-339,1.17,0.93,3
3762,Kepler-341 b,Kepler-341,1.18,1.0,4
3763,Kepler-341 c,Kepler-341,1.7,1.0,4
3764,Kepler-341 d,Kepler-341,1.85,1.0,4
3765,Kepler-341 e,Kepler-341,1.99,1.0,4
3766,Kepler-342 b,Kepler-342,2.25,1.26,4
3767,Kepler-342 c,Kepler-342,1.96,1.26,4
3768,Kepler-342 d,Kepler-342,2.49,1.26,4
3769,Kepler-342 e,Kepler-342,0.88,1.26,4
3778,Kepler-347 b,Kepler-347,1.97,1.05,3
3779,Kepler-347 c,Kepler-347,1.75,1.05,3
3780,Kepler-347 d,Kepler-347,3.04,1.0,3
3786,Kepler-350 b,Kepler-350,1.85,1.19,3
3787,Kepler-350 c,Kepler-350,3.1,1.0,3
3788,Kepler-350 d,Kepler-350,2.8,1.0,3
3789,Kepler-351 b,Kepler-351,3.06,0.81,3
3790,Kepler-351 c,Kepler-351,3.19,0.81,3
3791,Kepler-351 d,Kepler-351,2.72,0.81,3
3792,Kepler-352 b,Kepler-352,0.86,0.83,3
3793,Kepler-352 c,Kepler-352,1.24,0.83,3
3794,Kepler-352 d,Kepler-352,0.806,0.8,3
3797,Kepler-354 b,Kepler-354,1.84,0.65,3
3798,Kepler-354 c,Kepler-354,1.31,0.73,3
3799,Kepler-354 d,Kepler-354,1.24,0.65,3
3804,Kepler-357 b,Kepler-357,1.84,0.79,3
3805,Kepler-357 c,Kepler-357,2.67,0.79,3
3806,Kepler-357 d,Kepler-357,3.43,0.79,3
3820,Kepler-363 b,Kepler-363,1.16,1.1,3
3821,Kepler-363 c,Kepler-363,1.69,1.1,3
3822,Kepler-363 d,Kepler-363,2.05,1.1,3
3843,Kepler-372 b,Kepler-372,1.36,1.15,3
3844,Kepler-372 c,Kepler-372,2.09,1.2,3
3845,Kepler-372 d,Kepler-372,1.69,1.15,3
3848,Kepler-374 b,Kepler-374,1.03,1.04,3
3849,Kepler-374 c,Kepler-374,1.1,1.04,3
3850,Kepler-374 d,Kepler-374,1.31,1.04,3
3864,Kepler-381 b,Kepler-381,0.99,1.2,3
3865,Kepler-381 c,Kepler-381,1.12,1.2,3
3866,Kepler-381 d,Kepler-381,1.067,1.2,3
3873,Kepler-385 b,Kepler-385,2.73,1.12,3
3874,Kepler-385 c,Kepler-385,3.04,1.12,3
3875,Kepler-385 d,Kepler-385,2.619,1.05,3
3893,Kepler-394 b,Kepler-394,1.6,1.13,3
3894,Kepler-394 c,Kepler-394,1.66,1.13,3
3895,Kepler-394 d,Kepler-394,1.501,1.14,3
3902,Kepler-398 b,Kepler-398,0.93,0.65,3
3903,Kepler-398 c,Kepler-398,1.01,0.65,3
3904,Kepler-398 d,Kepler-398,0.88,0.72,3
3905,Kepler-399 b,Kepler-399,0.96,0.9,3
3906,Kepler-399 c,Kepler-399,1.43,0.9,3
3907,Kepler-399 d,Kepler-399,1.89,0.9,3
3912,Kepler-401 b,Kepler-401,1.71,1.17,3
3913,Kepler-401 c,Kepler-401,2.15,1.17,3
3914,Kepler-401 d,Kepler-401,2.27,1.17,3
3915,Kepler-402 b,Kepler-402,1.22,1.15,4
3916,Kepler-402 c,Kepler-402,1.56,1.15,4
3917,Kepler-402 d,Kepler-402,1.38,1.15,4
3918,Kepler-402 e,Kepler-402,1.46,1.15,4
3919,Kepler-403 b,Kepler-403,1.25,1.3,3
3920,Kepler-403 c,Kepler-403,1.75,1.3,3
3921,Kepler-403 d,Kepler-403,1.42,1.25,3
3934,Kepler-411 b,Kepler-411,2.401,0.87,3
3936,Kepler-411 d,Kepler-411,3.319,0.87,3
3937,Kepler-411 e,Kepler-411,3.28,0.87,3
3944,Kepler-416 b,Kepler-416,2.48,1.0,3
3945,Kepler-416 c,Kepler-416,2.45,1.0,3
3946,Kepler-416 d,Kepler-416,1.61,0.95,3
3953,Kepler-42 b,Kepler-42,0.78,0.13,3
3954,Kepler-42 c,Kepler-42,0.73,0.13,3
3955,Kepler-42 d,Kepler-42,0.57,0.13,3
3968,Kepler-431 b,Kepler-431,0.764,1.07,3
3969,Kepler-431 c,Kepler-431,0.668,1.07,3
3970,Kepler-431 d,Kepler-431,1.11,1.07,3
3988,Kepler-444 d,Kepler-444,0.53,0.76,3
3989,Kepler-444 e,Kepler-444,0.546,0.76,3
3990,Kepler-444 f,Kepler-444,0.741,0.76,3
3991,Kepler-445 b,Kepler-445,1.58,0.18,3
3992,Kepler-445 c,Kepler-445,2.51,0.18,3
3993,Kepler-445 d,Kepler-445,1.25,0.18,3
3994,Kepler-446 b,Kepler-446,1.5,0.22,3
3995,Kepler-446 c,Kepler-446,1.11,0.22,3
3996,Kepler-446 d,Kepler-446,1.35,0.22,3
4040,Kepler-48 b,Kepler-48,1.88,0.88,3
4041,Kepler-48 c,Kepler-48,2.71,0.88,3
4042,Kepler-48 d,Kepler-48,2.04,0.88,3
4055,Kepler-49 b,Kepler-49,2.579,0.61,4
4056,Kepler-49 c,Kepler-49,2.444,0.61,4
4057,Kepler-49 d,Kepler-49,1.6,0.55,4
4058,Kepler-49 e,Kepler-49,1.56,0.55,4
4095,Kepler-52 b,Kepler-52,2.1,0.54,3
4096,Kepler-52 c,Kepler-52,1.84,0.54,3
4097,Kepler-52 d,Kepler-52,1.95,0.58,3
4109,Kepler-529 b,Kepler-529,1.86,1.07,3
4110,Kepler-529 c,Kepler-529,2.0,1.07,3
4111,Kepler-529 d,Kepler-529,2.795,1.01,3
4112,Kepler-53 b,Kepler-53,2.89,0.98,3
4113,Kepler-53 c,Kepler-53,3.17,0.98,3
4114,Kepler-53 d,Kepler-53,2.12,0.98,3
4127,Kepler-54 b,Kepler-54,2.1,0.51,3
4128,Kepler-54 c,Kepler-54,1.23,0.51,3
4129,Kepler-54 d,Kepler-54,1.53,0.52,3
4142,Kepler-55 b,Kepler-55,2.43,0.62,5
4143,Kepler-55 c,Kepler-55,2.21,0.62,5
4144,Kepler-55 d,Kepler-55,1.59,0.63,5
4145,Kepler-55 e,Kepler-55,1.55,0.63,5
4146,Kepler-55 f,Kepler-55,1.59,0.63,5
4184,Kepler-58 b,Kepler-58,2.78,0.95,4
4185,Kepler-58 c,Kepler-58,2.86,0.95,4
4186,Kepler-58 d,Kepler-58,2.94,1.04,4
4187,Kepler-58 e,Kepler-58,1.61,1.02,4
4214,Kepler-60 b,Kepler-60,1.71,1.04,3
4215,Kepler-60 c,Kepler-60,1.9,1.04,3
4216,Kepler-60 d,Kepler-60,1.99,1.04,3
4239,Kepler-616 b,Kepler-616,2.43,0.98,3
4240,Kepler-616 c,Kepler-616,3.41,0.98,3
4241,Kepler-616 d,Kepler-616,2.653,1.06,3
4247,Kepler-62 b,Kepler-62,1.31,0.69,5
4248,Kepler-62 c,Kepler-62,0.54,0.69,5
4249,Kepler-62 d,Kepler-62,1.95,0.69,5
4250,Kepler-62 e,Kepler-62,1.61,0.69,5
4251,Kepler-62 f,Kepler-62,1.41,0.69,5
4285,Kepler-65 b,Kepler-65,1.42,1.25,3
4286,Kepler-65 c,Kepler-65,2.58,1.25,3
4287,Kepler-65 d,Kepler-65,1.52,1.25,3
4415,Kepler-758 b,Kepler-758,2.48,1.16,4
4416,Kepler-758 c,Kepler-758,1.69,1.16,4
4417,Kepler-758 d,Kepler-758,2.12,1.16,4
4418,Kepler-758 e,Kepler-758,1.53,1.16,4
4425,Kepler-763 b,Kepler-763,1.22,0.84,3
4426,Kepler-763 c,Kepler-763,1.42,0.8,3
4427,Kepler-763 d,Kepler-763,1.67,0.8,3
4436,Kepler-770 b,Kepler-770,2.3,0.94,3
4437,Kepler-770 c,Kepler-770,1.2,0.94,3
4438,Kepler-770 d,Kepler-770,1.4,0.94,3
4461,Kepler-79 b,Kepler-79,3.47,1.17,3
4462,Kepler-79 c,Kepler-79,3.72,1.17,3
4464,Kepler-79 e,Kepler-79,3.49,1.17,3
4477,Kepler-80 b,Kepler-80,2.67,0.73,6
4478,Kepler-80 c,Kepler-80,2.74,0.73,6
4479,Kepler-80 d,Kepler-80,1.53,0.73,6
4480,Kepler-80 e,Kepler-80,1.6,0.73,6
4481,Kepler-80 f,Kepler-80,1.21,0.73,6
4482,Kepler-80 g,Kepler-80,1.13,0.83,6
4493,Kepler-81 b,Kepler-81,2.42,0.64,3
4494,Kepler-81 c,Kepler-81,2.37,0.64,3
4495,Kepler-81 d,Kepler-81,1.21,0.65,3
4522,Kepler-83 b,Kepler-83,2.83,0.66,3
4523,Kepler-83 c,Kepler-83,2.36,0.66,3
4524,Kepler-83 d,Kepler-83,1.94,0.58,3
4535,Kepler-84 b,Kepler-84,2.23,1.0,5
4536,Kepler-84 c,Kepler-84,2.36,1.0,5
4537,Kepler-84 d,Kepler-84,1.38,1.06,5
4538,Kepler-84 e,Kepler-84,2.6,1.06,5
4539,Kepler-84 f,Kepler-84,2.2,1.06,5
4549,Kepler-85 b,Kepler-85,1.778,0.93,4
4550,Kepler-85 c,Kepler-85,1.978,0.93,4
4551,Kepler-85 d,Kepler-85,1.2,0.87,4
4552,Kepler-85 e,Kepler-85,1.27,0.92,4
4613,Kepler-90 i,KOI-351,1.32,1.12,6
4637,Kepler-92 b,Kepler-92,3.51,1.21,3
4638,Kepler-92 c,Kepler-92,2.6,1.21,3
4639,Kepler-92 d,Kepler-92,2.067,1.07,3
4699,Kepler-968 b,Kepler-968,2.0,0.76,3
4700,Kepler-968 c,Kepler-968,1.69,0.76,3
4741,L 98-59 b,L 98-59,0.85,0.27,4
4742,L 98-59 c,L 98-59,1.385,0.27,4
4743,L 98-59 d,L 98-59,1.521,0.27,4
4744,L 98-59 e,L 98-59,1.56,0.27,4
4748,LHS 1678 b,LHS 1678,0.685,0.35,3
4749,LHS 1678 c,LHS 1678,0.941,0.35,3
4750,LHS 1678 d,LHS 1678,0.981,0.35,3
4756,LP 791-18 b,LP 791-18,1.212,0.14,3
4757,LP 791-18 c,LP 791-18,2.438,0.14,3
4758,LP 791-18 d,LP 791-18,1.032,0.14,3
5015,TOI-1136 b,TOI-1136,1.9,1.02,5
5016,TOI-1136 c,TOI-1136,2.879,1.02,5
5018,TOI-1136 e,TOI-1136,2.639,1.02,5
5019,TOI-1136 f,TOI-1136,3.736,1.02,5
5020,TOI-1136 g,TOI-1136,2.53,1.02,5
5037,TOI-1246 b,TOI-1246,3.01,0.87,4
5038,TOI-1246 c,TOI-1246,2.451,0.89,4
5039,TOI-1246 d,TOI-1246,3.431,0.89,4
5040,TOI-1246 e,TOI-1246,3.514,0.89,4
5044,TOI-125 b,TOI-125,2.726,0.86,3
5045,TOI-125 c,TOI-125,2.759,0.86,3
5046,TOI-125 d,TOI-125,2.93,0.86,3
5048,TOI-1260 b,TOI-1260,2.41,0.68,3
5049,TOI-1260 c,TOI-1260,2.76,0.68,3
5050,TOI-1260 d,TOI-1260,3.12,0.68,3
5132,TOI-1749 b,TOI-1749,1.39,0.58,3
5133,TOI-1749 c,TOI-1749,2.12,0.58,3
5134,TOI-1749 d,TOI-1749,2.52,0.58,3
5142,TOI-178 b,TOI-178,1.152,0.65,6
5143,TOI-178 c,TOI-178,1.669,0.65,6
5144,TOI-178 d,TOI-178,2.572,0.65,6
5145,TOI-178 e,TOI-178,2.207,0.65,6
5146,TOI-178 f,TOI-178,2.287,0.65,6
5147,TOI-178 g,TOI-178,2.87,0.65,6
5187,TOI-2076 b,TOI-2076,2.771,0.86,3
5188,TOI-2076 c,TOI-2076,3.694,0.86,3
5189,TOI-2076 d,TOI-2076,3.431,0.86,3
5265,TOI-270 b,TOI-270,1.206,0.39,3
5266,TOI-270 c,TOI-270,2.355,0.39,3
5267,TOI-270 d,TOI-270,2.133,0.39,3
5307,TOI-411 b,HD 22946,1.362,1.1,3
5308,TOI-411 c,HD 22946,2.328,1.1,3
5318,TOI-431 b,TOI-431,1.28,0.78,3
5319,TOI-431 c,TOI-431,1.49,0.78,3
5320,TOI-431 d,TOI-431,3.29,0.78,3
5354,TOI-500 b,TOI-500,1.166,0.74,3
5355,TOI-500 c,TOI-500,2.09,0.74,3
5357,TOI-500 e,TOI-500,3.99,0.74,3
5384,TOI-561 b,TOI-561,1.425,0.81,4
5385,TOI-561 c,TOI-561,2.91,0.81,4
5386,TOI-561 d,TOI-561,2.82,0.81,4
5387,TOI-561 e,TOI-561,2.55,0.81,4
5402,TOI-663 b,TOI-663,2.27,0.51,3
5403,TOI-663 c,TOI-663,2.26,0.51,3
5404,TOI-663 d,TOI-663,1.92,0.51,3
5409,TOI-700 b,TOI-700,0.914,0.42,4
5410,TOI-700 c,TOI-700,2.6,0.42,4
5411,TOI-700 d,TOI-700,1.073,0.42,4
5412,TOI-700 e,TOI-700,0.953,0.42,4
5413,TOI-712 b,TOI-712,2.049,0.73,3
5414,TOI-712 c,TOI-712,2.701,0.73,3
5415,TOI-712 d,TOI-712,2.474,0.73,3
5451,TRAPPIST-1 b,TRAPPIST-1,1.116,0.09,7
5452,TRAPPIST-1 c,TRAPPIST-1,1.097,0.09,7
5453,TRAPPIST-1 d,TRAPPIST-1,0.788,0.09,7
5454,TRAPPIST-1 e,TRAPPIST-1,0.92,0.09,7
5455,TRAPPIST-1 f,TRAPPIST-1,1.045,0.09,7
5456,TRAPPIST-1 g,TRAPPIST-1,1.129,0.09,7
5457,TRAPPIST-1 h,TRAPPIST-1,0.755,0.09,7
5467,Teegarden's Star b,Teegarden's Star,1.05,0.1,3
5468,Teegarden's Star c,Teegarden's Star,1.02,0.1,3
5469,Teegarden's Star d,Teegarden's Star,0.954,0.1,3
5676,Wolf 1061 b,Wolf 1061,1.21,0.29,3
5677,Wolf 1061 c,Wolf 1061,1.66,0.29,3
5678,Wolf 1061 d,Wolf 1061,2.69,0.29,3
5692,YZ Cet b,YZ Cet,0.913,0.14,3
5693,YZ Cet c,YZ Cet,1.05,0.14,3
5694,YZ Cet d,YZ Cet,1.03,0.14,3
5731,tau Cet e,tau Cet,1.81,0.78,4
5732,tau Cet f,tau Cet,1.81,0.78,4
5733,tau Cet g,tau Cet,1.18,0.78,4
5734,tau Cet h,tau Cet,1.19,0.78,4
0,K2-148 simulated 0,K2-148 simulated 0,1.33,0.65,4
1,K2-148 simulated 0,K2-148 simulated 0,1.73,0.65,4
2,K2-148 simulated 0,K2-148 simulated 0,1.64,0.65,4
3,K2-148 simulated 0,K2-148 simulated 0,1.0167415489798686,0.65,4
4,EPIC 249893012 simulated 1,EPIC 249893012 simulated 1,1.95,1.05,4
5,EPIC 249893012 simulated 1,EPIC 249893012 simulated 1,3.67,1.05,4
6,EPIC 249893012 simulated 1,EPIC 249893012 simulated 1,3.94,1.05,4
7,EPIC 249893012 simulated 0,EPIC 249893012 simulated 1,4.0,1.05,4
8,Kepler-374 simulated 2,Kepler-374 simulated 2,1.03,1.04,4
9,Kepler-374 simulated 2,Kepler-374 simulated 2,1.1,1.04,4
10,Kepler-374 simulated 2,Kepler-374 simulated 2,1.31,1.04,4
11,Kepler-374 simulated 0,Kepler-374 simulated 2,1.4278781993195349,1.04,4
12,Kepler-529 simulated 3,Kepler-529 simulated 3,1.86,1.07,4
13,Kepler-529 simulated 3,Kepler-529 simulated 3,2.0,1.07,4
14,Kepler-529 simulated 3,Kepler-529 simulated 3,2.795,1.07,4
15,Kepler-529 simulated 0,Kepler-529 simulated 3,4.0,1.07,4
16,GJ 357 simulated 4,GJ 357 simulated 4,1.2,0.34,4
17,GJ 357 simulated 4,GJ 357 simulated 4,1.66,0.34,4
18,GJ 357 simulated 4,GJ 357 simulated 4,2.34,0.34,4
19,GJ 357 simulated 0,GJ 357 simulated 4,2.9832152919016908,0.34,4
20,Kepler-616 simulated 5,Kepler-616 simulated 5,2.43,0.98,4
21,Kepler-616 simulated 5,Kepler-616 simulated 5,3.41,0.98,4
22,Kepler-616 simulated 5,Kepler-616 simulated 5,2.653,0.98,4
23,Kepler-616 simulated 0,Kepler-616 simulated 5,2.1809262747587255,0.98,4
24,Kepler-350 simulated 6,Kepler-350 simulated 6,1.85,1.0,4
25,Kepler-350 simulated 6,Kepler-350 simulated 6,3.1,1.0,4
26,Kepler-350 simulated 6,Kepler-350 simulated 6,2.8,1.0,4
27,Kepler-350 simulated 0,Kepler-350 simulated 6,3.0919936122426606,1.0,4
28,K2-165 simulated 7,K2-165 simulated 7,1.274,0.83,4
29,K2-165 simulated 7,K2-165 simulated 7,1.554,0.83,4
30,K2-165 simulated 7,K2-165 simulated 7,2.648,0.83,4
31,K2-165 simulated 0,K2-165 simulated 7,2.83527127976483,0.83,4
32,DMPP-1 simulated 8,DMPP-1 simulated 8,3.06,1.21,4
33,DMPP-1 simulated 8,DMPP-1 simulated 8,1.65,1.21,4
34,DMPP-1 simulated 8,DMPP-1 simulated 8,1.86,1.21,4
35,DMPP-1 simulated 0,DMPP-1 simulated 8,1.7817599063966678,1.21,4
36,AU Mic simulated 9,AU Mic simulated 9,3.957,0.5,4
37,AU Mic simulated 9,AU Mic simulated 9,3.24,0.5,4
38,AU Mic simulated 9,AU Mic simulated 9,1.02,0.5,4
39,AU Mic simulated 0,AU Mic simulated 9,0.8349180737081527,0.5,4
40,K2-239 simulated 10,K2-239 simulated 10,1.1,0.4,4
41,K2-239 simulated 10,K2-239 simulated 10,1.0,0.4,4
42,K2-239 simulated 10,K2-239 simulated 10,1.1,0.4,4
43,K2-239 simulated 0,K2-239 simulated 10,0.6512619450985997,0.4,4
44,Kepler-253 simulated 11,Kepler-253 simulated 11,1.63,0.85,4
45,Kepler-253 simulated 11,Kepler-253 simulated 11,2.65,0.85,4
46,Kepler-253 simulated 11,Kepler-253 simulated 11,3.17,0.85,4
47,Kepler-253 simulated 0,Kepler-253 simulated 11,4.0,0.85,4
48,LHS 1678 simulated 12,LHS 1678 simulated 12,0.685,0.35,4
49,LHS 1678 simulated 12,LHS 1678 simulated 12,0.941,0.35,4
50,LHS 1678 simulated 12,LHS 1678 simulated 12,0.981,0.35,4
51,LHS 1678 simulated 0,LHS 1678 simulated 12,1.1697571178337896,0.35,4
52,Kepler-401 simulated 13,Kepler-401 simulated 13,1.71,1.17,4
53,Kepler-401 simulated 13,Kepler-401 simulated 13,2.15,1.17,4
54,Kepler-401 simulated 13,Kepler-401 simulated 13,2.27,1.17,4
55,Kepler-401 simulated 0,Kepler-401 simulated 13,1.7395211361046623,1.17,4
56,HD 48948 simulated 14,HD 48948 simulated 14,2.06,0.69,4
57,HD 48948 simulated 14,HD 48948 simulated 14,2.6,0.69,4
58,HD 48948 simulated 14,HD 48948 simulated 14,3.24,0.69,4
59,HD 48948 simulated 0,HD 48948 simulated 14,3.1483092555270877,0.69,4
60,Kepler-53 simulated 15,Kepler-53 simulated 15,2.89,0.98,4
61,Kepler-53 simulated 15,Kepler-53 simulated 15,3.17,0.98,4
62,Kepler-53 simulated 15,Kepler-53 simulated 15,2.12,0.98,4
63,Kepler-53 simulated 0,Kepler-53 simulated 15,0.8094054310316205,0.98,4
64,Kepler-411 simulated 16,Kepler-411 simulated 16,2.401,0.87,4
65,Kepler-411 simulated 16,Kepler-411 simulated 16,3.319,0.87,4
66,Kepler-411 simulated 16,Kepler-411 simulated 16,3.28,0.87,4
67,Kepler-411 simulated 0,Kepler-411 simulated 16,3.8503587941514352,0.87,4
68,Kepler-763 simulated 17,Kepler-763 simulated 17,1.22,0.8,4
69,Kepler-763 simulated 17,Kepler-763 simulated 17,1.42,0.8,4
70,Kepler-763 simulated 17,Kepler-763 simulated 17,1.67,0.8,4
71,Kepler-763 simulated 0,Kepler-763 simulated 17,1.2274289997428431,0.8,4
72,Kepler-381 simulated 18,Kepler-381 simulated 18,0.99,1.2,4
73,Kepler-381 simulated 18,Kepler-381 simulated 18,1.12,1.2,4
74,Kepler-381 simulated 18,Kepler-381 simulated 18,1.067,1.2,4
75,Kepler-381 simulated 0,Kepler-381 simulated 18,1.646319453501254,1.2,4
76,K2-368 simulated 19,K2-368 simulated 19,1.332,0.75,4
77,K2-368 simulated 19,K2-368 simulated 19,1.361,0.75,4
78,K2-368 simulated 19,K2-368 simulated 19,1.948,0.75,4
79,K2-368 simulated 0,K2-368 simulated 19,1.157943828488505,0.75,4
80,Kepler-244 simulated 20,Kepler-244 simulated 20,2.76,0.96,4
81,Kepler-244 simulated 20,Kepler-244 simulated 20,2.05,0.96,4
82,Kepler-244 simulated 20,Kepler-244 simulated 20,2.31,0.96,4
83,Kepler-244 simulated 0,Kepler-244 simulated 20,2.3282409574707237,0.96,4
84,Kepler-416 simulated 21,Kepler-416 simulated 21,2.48,1.0,4
85,Kepler-416 simulated 21,Kepler-416 simulated 21,2.45,1.0,4
86,Kepler-416 simulated 21,Kepler-416 simulated 21,1.61,1.0,4
87,Kepler-416 simulated 0,Kepler-416 simulated 21,2.3190915545452606,1.0,4
88,HD 93385 simulated 22,HD 93385 simulated 22,1.88,1.04,4
89,HD 93385 simulated 22,HD 93385 simulated 22,2.56,1.04,4
90,HD 93385 simulated 22,HD 93385 simulated 22,2.89,1.04,4
91,HD 93385 simulated 0,HD 93385 simulated 22,1.9980281124690347,1.04,4
92,Kepler-770 simulated 23,Kepler-770 simulated 23,2.3,0.94,4
93,Kepler-770 simulated 23,Kepler-770 simulated 23,1.2,0.94,4
94,Kepler-770 simulated 23,Kepler-770 simulated 23,1.4,0.94,4
95,Kepler-770 simulated 0,Kepler-770 simulated 23,1.9317400400765985,0.94,4
96,Kepler-336 simulated 24,Kepler-336 simulated 24,1.02,1.09,4
97,Kepler-336 simulated 24,Kepler-336 simulated 24,2.1,1.09,4
98,Kepler-336 simulated 24,Kepler-336 simulated 24,2.37,1.09,4
99,Kepler-336 simulated 0,Kepler-336 simulated 24,1.762430572279088,1.09,4
100,Kepler-104 simulated 25,Kepler-104 simulated 25,3.1,0.82,4
101,Kepler-104 simulated 25,Kepler-104 simulated 25,3.13,0.82,4
102,Kepler-104 simulated 25,Kepler-104 simulated 25,3.58,0.82,4
103,Kepler-104 simulated 0,Kepler-104 simulated 25,3.3973474329267837,0.82,4
104,TOI-431 simulated 26,TOI-431 simulated 26,1.28,0.78,4
105,TOI-431 simulated 26,TOI-431 simulated 26,1.49,0.78,4
106,TOI-431 simulated 26,TOI-431 simulated 26,3.29,0.78,4
107,TOI-431 simulated 0,TOI-431 simulated 26,4.0,0.78,4
108,TOI-1749 simulated 27,TOI-1749 simulated 27,1.39,0.58,4
109,TOI-1749 simulated 27,TOI-1749 simulated 27,2.12,0.58,4
110,TOI-1749 simulated 27,TOI-1749 simulated 27,2.52,0.58,4
111,TOI-1749 simulated 0,TOI-1749 simulated 27,2.61594084343379,0.58,4
112,Kepler-42 simulated 28,Kepler-42 simulated 28,0.78,0.13,4
